Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,Company,Company_age,python,R,spark,aws,excel,visualization,ml,database,pipelines,cloud,security,sql,etl,html,nosql,javasript,css,azure,hadoop,mlops,flask,django,apache,data_mining
Product Analyst - India (Delhi NCR / Mumbai),₹6L - ₹7L (Glassdoor Est.),"about valocity


our awardwinning team of gamechangers drive transformation and worldclass innovation across the entire mortgage valuation process combining our data technology and people the valocity dream team works collaboratively to streamline the home buying journey for people around the world


with offices in new zealand australia and india valocity is constantly evolving culture and strategy with a focus on the future were open to innovation technology and new ideas to ensure we continue to be fast agile and equipped for success


at valocity we endorse positive goals and a productive atmosphere that embodies the highest level of commitment to the business customers and one another this is a great opportunity to be part of a dynamic and growing global team where your professionalism and skills will make a difference


you will be working for an award winning innovative and fastpaced organisation that believes in celebrating success team valocity is passionate about people and valocitys people are passionate about what they do every day with us better never stops


for more information about what we do at valocity please watch our video httpsvimeocom


about the role


we are looking for a motivated and energetic 
product analyst 
to join our team in india either mumbai or new delhi reporting to the india head of technology you will be working closely with different departments within the company analysing product data to make product recommendations interviewing customers to receive customer feedback and compiling product data you should be able to study products in the market to create a better product


key responsibilities




product related

understand and evaluate the company products and compare them against industry trends to build up the product road map for current and future needs

work with various stake holders such as valuers lenders internal teams etc for onboarding valuers and lenders on platform which includes activities such as building form and report templates testing of forms and reports understanding valuer and lender input form and report formats

measuring and monitoring the product or services performance as well as presenting product related consumer market and competitive intelligence

working and support closely with onboarding and support teams to support customer onboarding and support activities

undertakes exploratory data analysis by understanding what data exists importing it cleaning it and asking tons of questions build and present data insights related to product

collects data via customer polls and market research to make recommendations about products marketing plans and launch strategies

build product related processes and training content

build content for newsletter and marketing communication on new product features

identify external data sources and partnerships which can be integrated with valocity platform adding significant value to lenders and valuers




business related

to give product demos to external stakeholders respond to product queries accompany business development team for product related discussions and demos

participating in proposal defence and pocs including requirements analysis use case definition implementation review presentation preparation and delivery of the presentation and final solution

supporting sales and presales teams in responding to product queries and rfps

support business development technology and support teams to resolve product related lender queries as a product subject matter expertsme


key requirements

tertiary qualification in related fields eg bachelor of business management or mba etc

minimum of  years experience as a product analyst preferably in a productbased company or a technology company assigned to bfsi segment customer

experience of working in mortgage lending and deep understanding of mortgage lending processes in india

experience of working in banking valuation or housing finance organizations working in technology companies with product management with banks and financial institutions is also acceptable

must be able to work in a startup culture and willing to take up roles and responsibilities outside hisher work area

strong communication presentation and negotiation skills work closely with stakeholders and collaborate with teams

excellent expertise and skills in microsoft tools such as excel powerpoint and word

working knowledge of presentation and analytical tools such as power bi is desirable

strategic thinking is imperative to be able to prioritize and implement ideas that can best affect the company or brand

sharp analytical and problemsolving skills selfmotivated and innovator

industry and process knowledge of mortgage lending technical and legal valuation in india 

understanding of agile methodology is desired

working understanding of agilescrum methodology and processes

experience working with teams spread across multiple time zones






why join us

we have a passion for designing and building best in class products and services to ease business for our lender partners

we thrive in a fast paced highgrowth environment if you want to work for a professional global inclusive and innovative company wed love to meet you

see more about life at valocity httpswwwvalocityglobalcomcareers


please note

we will review applications as they come in so dont delay apply now",5.0,"Valocity
5.0",New Delhi,1 to 50 Employees,-1,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,6.0,7.0,6.5,"Valocity
",-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Lattice - Research Associate (Quantitative research),₹4L - ₹7L (Glassdoor Est.),"about us



lattice erstwhile pga labs is a degree business decision support partner with a techenabled services stack of data people network and custom research powered by advanced tech tools and unique datagathering approaches lattice is an integrated product suite to make decisions smartly right from inputs to validation to execution to measurement lattice works with clients and partners globally helping clients solving a wide variety of organizational and business challenges through actionable researchled insights



we regularly work with large funds venture capital  private equity and fastgrowing companies across india southeast asia middleeast and the us  solving a wide variety of organizational and business challenges through actionable dataled insights our best in breed teams perform the highest quality of business research and analysis covering the following areas



 product benchmarking  brand health diagnostics




sector scan reports


competitive intelligence


survey administration and management


consumer and partner research indepth interviews focus group discussions etc


user experience research and voiceofcustomer


customer experience tracks


organization benchmarking


market segmentation


market sizing and attractiveness


brand equity  pull


process mapping and bdp development


mystery shopping




 
about the role




conducting primary and secondary research for key research and consulting deliverables within tight deadlines


the research data needs to be collected and correlated by making calls


work on adhoc shortterm research engagements within tight deadlines


ensuring quality of deliverables on each engagement


managing client requirements and expectations on different aspects of a project




 
competencies and skills




interested in market research  business analysis


ability to work with a large amount of data through filtering sorting pivot table etc


strong communication and presentation skills


proficiency in ms office excel powerpoint


working knowledge of search engines secondary research and business research tools


deep knowledge  comfort with data collection methods polls focus groups ff and telephonic surveys etc


strong analytical and critical thinking




educational qualifications




graduate with a strong inclination in business research  intelligence through onground primary research",3.4,"Praxian Global Private Limited
3.4",New Delhi,201 to 500 Employees,2017,Company - Private,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,0,4.0,7.0,5.5,"Praxian Global Private Limited
",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEO & Digital Marketing Analyst,₹2L - ₹4L (Glassdoor Est.),"seo  digital marketing analyst

experience  years


skills needed


google search console


google analytics


google adwords


facebook adverts


structured data markup


social media optimization",1.0,"Delhi Developer
1.0",New Delhi,1 to 50 Employees,-1,Private Practice / Firm,-1,-1,Unknown / Non-Applicable,0,0,2.0,4.0,3.0,"Delhi Developer
",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial Analyst,₹3L - ₹7L (Glassdoor Est.),"number of position 



posted on 



job profile 
financial analyst


experience 
   yrs


qualification 
bcommcom


location 
delhi ncr


jobdescription




perform company and industry research and analysis and interpret financial information and market trends


create company profiles and industry reports


understanding of valuation methods like comparables dcf etc


analyse data to extract insights and identify patterns qualitative as well as qualitative


analyse findings for relevant trends patterns and insights and apply them to help the team arrive at solutions recommendations


interact seamlessly with team members to ensure we deliver highquality strategy consulting assignments that exceed client expectations


take complete ownership of the work assigned


produce output in the form of power point excel word etc


required skills and personal attributes


good business writing and verbal communication skills


well versed with financial concepts


detailoriented with high standards for written and visual presentation of information


good research analytical and numerical skills


logical thought process to think through a problem and develop solutions


ability to develop and articulate strategic recommendations based on data analysis


high degree of proficiency in ms office suite powerpoint word excel etc


strong interpersonal skills ability to work with teams in a timeline driven high pressure environment typical of consulting firms


selfdriven with a high level of motivation and energy a strong can do attitude ability and willingness to work in a small and fast growing setup


international experience will be an added advantage


ability to proactively identify ways to contribute to firms goals and mission",4.4,"SLA Consultants India
4.4",New Delhi,1 to 50 Employees,2004,Company - Private,Education Support & Training Services,Education,Unknown / Non-Applicable,0,0,3.0,7.0,5.0,"SLA Consultants India
",19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP SD/MM Business Analyst,Employer Provided Salary:₹50T,"sap sdmm business analyst
assess business logic identify the data gaps quality accuracy uniqueness governance and propose sap technical solutions to manage the data better
extract collate and analyze mondelez eu data from sap ecc
assess business logics identify the data gaps quality accuracy uniqueness governance
propose sap technical solution to better manage the data
document asis business logic and recommend tobe business logic wherever data simplification needed or as per project requirements
connect with stakeholders to understand asis process why how what etc and build data discovery summary and proposals
recommendation or ideas
data cleansing requirements and data cleansing
job type contractual  temporary
contract length  months
salary from  per month
schedule
us shift
ability to commuterelocate
delhi delhi reliably commute or planning to relocate before starting work required
experience
total work  years required",-1.0,DDR Groups,New Delhi,-1,-1,-1,-1,-1,-1,0,1,6.0,6.0,6.0,DDR Groups,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst cum Project Co-ordinator,₹4L - ₹8L (Glassdoor Est.),"apply only if you have excellent verbal and written communication skills with fluency in english this is mandatory



we are urgently looking for 
business analyst cum project coordinator
 
for our own organization



this is an awesome opportunity for the individuals who are willing to take full ownership and responsibility of their tasks and wants to grow exponentially in terms of salary knowledge and roledesignation read more about our company in the last  paragraphs




job location
 rohini pitampura delhi




job description



 must have minimum  months of real experience in managing webmobile application development projects as business analyst or project coordinator or manager must have practical experience in coordinating with various teams involved in complete sdlc



 will be involved in doing business analysis and coming up with the requirement for the clients which is useful for their businesses will be required to create wire frames using balsamiq gliffy or word and must be able to write functional requirement document and paying attention to details is very important must know how to make data flow diagrams use cases database design and must adhere processes



 will be handling a team of developers testers and designer and must be able to track their work and make sure work is done on time and verify the accuracy so effective project management skills are required driving the project and facing and solving problems which come in between the project implementation phase and coming up with solutions for those problems



 must be that much technical that should be able to research blocking issues with the use of forums or research in search engines and make sure projects are delivered on time delivery at time is very critical hence must be able to convince team members to accommodate working schedule in order to meet the agreed timelines



 must have sound knowledge of database sql server my sql or others so that candidate will be able to make detailed requirements and interaction of user interface with database experience in overall database administration will be added plus must have experience in basic database queries this is mandatory



 will be involved in preparing project plan breaking down project into milestones and scrums and allocating tasks to the team members and tracking the status



 must be very good in microsoft suite word and excel so that all project processes can be maintained suggestions and improvements are always welcomewill be using svn for version controlhence experience in svn or any other version control software will be plus



 will be interacting with the client regarding requirement gathering project updates and business analysis



 will be involved in verification of tasks performed by designing team developers qa testers also will be required to do thorough testing when there is no tester allocated to the project



 must have excellent interpersonal documentation facilitation  presentation skills with excellent spoken and written english experience in communicating with clients in usa will be an added advantage



 must be able to work under pressure and must enjoy working in a small company with startup environment and stretch working hours whenever project requires must be able to come up with new ideas and have zeal to give extra to the project



if interested please reply us back with your updated cv



please find the company profile below




company profile



technousa consulting services  is an iso  certified organization and a group committed towards achieving high quality professional excellence and perfection in the activities relating to strategic planning and consultancy managing business processes and offering customers profitable innovative it solutions which will help them to manage their business in an efficient and simple manner




core area of expertise


strategic planning business  it consulting


web desktop  mobile application development


quality assurance and software testing


internet marketing  branding


it infrastructure services


writing  translation services


enterprise application integration  erp implementation


data conversion  processing services




years of service offices and management



technousa started its it development center in india new delhi in the year we have completed  mediumbig sized it projects since inception and provided high end consulting services to the clients

we have  offices in new delhi and have grown  each year in revenues since inception with the help of leadership team and highly talented minds working in the company we are always looking to hire knowledgeable  smart individuals and do not hesitate to promote them to leads managers  other high level designations irrespective of their years of experience and motivate them with great incentives like percentage ownership stake in the company but ofcourse these options are only for the deserving candidate who prove their worth and are a great asset to the company in the initial years",4.3,"Technousa
4.3",New Delhi,1 to 50 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,4.0,8.0,6.0,"Technousa
",16,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Product Business Analyst,₹5L - ₹8L (Glassdoor Est.),"location 
delhi head office



educational qualifications 
btechmtech mba



experience 
 years

job summary




as a pba youll be a part of the central product team which works on strategic projects geared towards the growth of the firm you have to don many hats  some days you will be a designer a coder a project manager a data analyst or even a team leader the right person for this role  has a strong sense of ownership and exceptional problemsolving skills with a great track record on delivering project goals and is comfortable working with crossfunctional team members and leaders at the same time


responsibilities


drive highquality analyses on key strategic decisions combining many factors and data


collaborate with developers designers sales marketing and business teams to facilitate outcome development on strategic initiatives


keep a detailed eye on customer success and business opportunities across the product


play a key role in executing internal growth projects by identifying operational weaknesses and innovate and hand hold new processes to make the teams efficient


maintain detailed process documents and regular mis reports to senior stakeholders

ideal candidate


experience in an analyst or project management role with demonstrated impact


excellent communication skills and can work freely with everyone from an intern to senior leadership


action and impactoriented while delivering high levels of quality at work  at speed


high sense of ownership  and willingness to take initiative and be selfserving


excellent excel data management skills  and an open mind to learn more


data modeling statistical and sql experience will be a plus


prior product management analyst experience will be a big plus




about posist



posist is a bb businessforbusiness company partnering with global restaurant chains in their digital transformation via its restaurant technology platform posist powers  restaurants globally it allows enterprise restaurant operators to grow at scale improve bottomline efficiency and deliver a consistent guest experience





posists unified technology platform streamlines restaurants front of the house back of the house out of houseintegrations analytics and crm renowned restaurant chains including taco bell nandos carls jr häagendazs jamies italian are among a few brands using posist to manage their processes people and place of operations





posist is on a mission to make global restaurants prosperous



for more information visit
 wwwposistcom",4.1,"POSist Technologies
4.1",New Delhi,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),0,0,5.0,8.0,6.5,"POSist Technologies
",11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Social Insights Analyst (Contract),₹2L - ₹4L (Glassdoor Est.),"whats up 
were vaynermedia
 we are a contemporary global creative and media agency with an expertise in driving relevance for clients and delivering impactful business results the independentlyowned agency was founded in  and has offices in new york los angeles london singapore australia thailand japan and mexico city vaynermedia has been recognized for its work at cannes lions the clio awards and the webby awards it is part of the vaynerx family of companies



culture is our key and empathy is how we build it 
vaynermediaapac is strong with a worldclass combination of diverse backgrounds collaborating to put forward innovative creative and strategic solutions to the one advantage that stands the test of time  people day in and day out we propel some of the biggest brands in the world to the intersection of attention and culture in apac we are proudly  servicing a diverse client all around the region



we are searching the india landscape for a senior social insights analyst that will be an expert in research and analysis while interested to dive into the trendspotting areas such as index scoring and validation



research  analysis




you will be responsible for hosting discovery sessions with the agencys clients to understand the business and marketing needs and report or research objectives


you will translate this into constructed queries and research or report plan that will monitor the social conversation for clients brands competitive brands influencers programs products marketing campaigns and events


you will deep dive into the data to uncover drivers of social buzz then translate the data into a compelling story


youre accountable for deciphering what is important meaningful data and then communicating the concise story in a way that allows the business to make decisions based on the reports




trend spotting




you will monitor emerging trends daily through social listening or desktop research to share underpriced opportunities to clients


you will be responsible for owning methodology and collecting trend sources for your market and create a semiautomated workflow that can pickup daily social triggers




the task at hand




consult stakeholders on topic definitions social listening measures and filters to define objectives and set deliverables for standard and custom reports


implement social analysis for campaignsevents and present insights back to inform content media decisions for campaignevent activities and advise on actions to take from optimizations standpoint


social listening tool setup including building queries using query parameters and dashboards on given social listening tools or social analytics tools


take initiative on the refinement of query parameter setup to ensure accurate and insightful mention analysis is available to report on by the end of the reporting period


pull and interpret data from social listening tools including volume sentiment conversation drivers influencers and unobvious observations and insight etc


create and edit reporting deliverables for google slides newsletter and excel formats that transform social data into a clear story visualize findings legibly using charts tables and infographics and provide actionable insights based on concrete data


at times be the direct client contact for regional projects and coordinate work amongst junior analysts


manage a deliverable calendar of recurring scheduled and ad hoc reports


good housekeeping  upkeep of shared calendars and the storage of report agreement documents and delivered reports




qualifications




 years of professional experience social media marketing social media analytics and measurements social listening or social media management or community management


minimum  years of experience in onlinesocial analytics


moderate experience in client communications and managing their expectations


excellent written and verbal communication skills and proven ability to transform data into a concise yet compelling story


ability to synthesize information and produce insightful and accurate analysis and recommendations


good mix of technical understanding business sense managerialconnecting and interpersonal skills


strong familiarity and understanding of social media platforms such as youtube twitter instagram facebook tiktok chat applications is required


relevant experience pulling data from social media listeninganalytics tools such as brandwatch sprinklr meltwater google studio etc





what you should know about vaynermedia



think lab and not agency we get excited about solving business problems not creating advertising for the sake of making advertising our entrepreneurship dna runs deep were willing to break rules try new things and test hypotheses if it means better understanding our craft its fun



our environment and pace feels much more like a startup than most agencies you might be used to hopefully that and the opportunity to collaborate with the talented and enthusiastic crew work with big brands excites you as it does us 
we cant wait to meet you",3.6,"VaynerMedia LLC
3.6",New Delhi,51 to 200 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),0,0,2.0,4.0,3.0,"VaynerMedia LLC
",-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merlin / QPS Data Processing Analyst | Research Operations | Noida Area,₹5L - ₹8L (Glassdoor Est.),"merlin  qps data processing analyst  research operations  savanta delhi  noida area





savanta is a thriving data research and insights consultancy born when five bestinclass specialist agencies joined forces we offer a full range of integrated intelligence services at global scale  married to deep sector issue and methodological expertise  delivered with entrepreneurial spirit and a clientfirst mindset all to help inform and inspire our clients
 to make better decisions






at the heart of savanta is our brilliantly talented research operations team where we currently have an opening for a 
data analyst  senior data analyst 
with comparable experience in market research operations using merlin or qps analysis software to join the growing team at our delhi or mumbai locations





the role





this role sits within our operations function responsible for fast turnaround and highquality data delivery with exposure to all core functions across a fast paced growing business this role is ideally suited to someone with a good knowledge of the market research industry looking to expand their knowledge and skillset to advance their career at pace



day to day your core duties and responsibilities will extend to



taking full ownership of mediumtohigh complexity projects with responsibility for delivery of highquality research data through

research data tables and qa data outputs


advising clients on requirements analysis and statistical methods


utilizing bespoke technology to visualize data outputs


utilizing bespoke technology to visualize data outputs


managing progress of multiple concurrent projects simultaneously


assisting management of account relationships as needed with a focus on improving quality efficiency and profitability


attend client meetings as required


managing daytoday schedule by prioritizing and reprioritizing tasks within very fluid situations


directly participate in the production and proofing of data operations deliverables


data processing including recoding and weighting datasets


running crosstabs and creating high quality visual charts





about you





savanta always strives to enhance our diverse and inclusive culture with individuals who embody our values we are 
empowering
 
curious
 
entrepreneurial
 
collaborative
 and 
brave
 and we believe this is what makes savanta a great place to be  talented people who want to deliver the best outcomes for their clients and for each other in addition to these qualities the ideal candidate will demonstrate






a minimum of  years of relevant professional experience


knowledgeexperience of survey design data analysis production of visuals charts graphs and presentations


ability to multitask with a proven track record of meeting deadlines and working under tight time constraints


ability to work independently as well as part of a team with equal comfort


exceptional attention to detail and ability to communicate clearly and effectively with others  technical and nontechnical junior and senior internal and external


education to bachelors degree level or higher in a field utilizing statistics or social sciences or equivalent qualification through work experience





the following skills and experience would also be desirable but are not essential






experience using a statistical package such as spss andor q professional


ms excel skills required with vba macro writing experienceknowledge


programming knowledge in a major programming language





why join us

with offices in the uk us canada and india  staff globally and ambitious growth plans savanta offers the benefits of scale whilst our specialist teams make life at savanta feel more like working at a smaller agency our client portfolio includes some of the worlds bestknown brands including microsoft deliveroo barclays sainsburys innocent sky puma the guardian heathrow toyota and sport england





part of the vibrant next  communications group we have an entrepreneurial company culture that actively recognises and values its people we offer competitive perks provide unrivalled scope for career development and encourage flexible working practices





savanta is committed to being an equal opportunities employer and continuously strives to be an employer of choice our people are our greatest asset  we value workplace diversity and inclusion oppose all forms of unlawful discrimination and welcome applications from suitably qualified candidates of all backgrounds",3.5,"Savanta
3.5",New Delhi,201 to 500 Employees,2019,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,0,0,5.0,8.0,6.5,"Savanta
",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Analyst,Employer Provided Salary:₹6L - ₹15L,"mba in financecfafrm
 minimum  to  years of experience
 practical domain expertise in currency markets knowledge of financial products like
forwards options swaps etc
 an innate ability to appreciate and understand business workings for eg product margins
of clients sales cycles working capital constraints mis etc this is important as all clients
servicing will be situated within the crucible of their business
 proper and thorough knowledge of the fundamental and technical analysis
 good knowledge of microsoft excel
 strong communication writtenoral and relationship skills
 have a sense of urgency to client support needs
 thorough knowledge of the various avenues of client support that mecklai offers
job type fulltime
salary    per year
benefits
paid time off
schedule
day shift
ability to commuterelocate
delhi delhi reliably commute or planning to relocate before starting work required
experience
total work  years required
speak with the employer",2.2,"vision consultancy
2.2",New Delhi,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,6.0,15.0,10.5,"vision consultancy
",-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist/Analytics Engineer - Machine Learning/Predictive Modeling,₹6L - ₹10L (Glassdoor Est.),"job profile


this role is for suntecs data analytics divisionresponsible for contributing to the design implementation and maintenance of new software algorithms of our platform


the ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action heshe will help transform our clients data into tangible business value by analysing information communicating outcomes and collaborating on product development


responsibilities


assess the effectiveness and accuracy of new data sources and data gathering techniques


define technical roadmap and work on cutting edge technology in predictive modelling machine learning and neural networks


implement efficient data structures to enable faster machine learning models


participate actively in detailed design code reviews bugissue triage with feature teams and support well informed decisions towards engineering customer and business goals


handle end to end projectproduct technofunctional solutions independently and provide guidance to other team members


analyse opensource data and associated webscraping techniques


proven communication skills in in english and solid writing mis communication time management and multitasking skills


tell engaging and insightful stories with data effectively demonstrating knowledge expertise and real world applications


collaborating with engineering teams to develop prototypes and software products that can be deployed across varied environments eg cloud onpremises devices etc


perform highlevel analysis of any new requirementschange requests to the solution from a technical standpoint


role requirements


 years experience on artificial intelligence machine learning deep learning


hands on experience with tableau anaconda sublime text  eclipse


hands on experience with aws and google cloud jenkins and setting up continuous integration  continuous deployment


experience working in predictive models data models financial models and machine learning models


experience with bb business data analysis bb financial data analysis and demographic data analytics


experience with developing software in r and python


experience in working on live data science projects


have strong contributions in development communities open source projects or forums


proven interpersonal skills while contributing to team effort by accomplishing related results as needed",3.8,"Suntec Web Services
3.8",New Delhi,1001 to 5000 Employees,1999,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $50 million (USD),0,0,6.0,10.0,8.0,"Suntec Web Services
",24,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Analyst – Contribution Services,₹5L - ₹9L (Glassdoor Est.),"culture


at commcise were bringing meaningful change to clients businesses by enabling our people to create tools and processes that respond to the rapid evolution of the market we are a culture that celebrates autonomy and inspires leadership at every level of our organisation


career development


our people are our greatest assets thats why we believe in developing talent at all stages of their careers with the incredible pace of change in consumers and technology we focus on giving talent the tools to grow and evolve their skills beyond their immediate job functions we empower our people with process and technology that gives them the freedom to think creatively and drive bold changes to client and business


some of our perks

we strive to be the best destination for the industrys top talent creating an inspired collaborative workplace that celebrates innovation and change


leaders support

ask for help give and get feedback set up goals and develop your skills


private health insurance

we care about you we want to meet your healthcare needs


pension

pension is available for all uk staff


knowledge sharing

internal webinars regular workshops and rich knowledge base


flexible scheduling

get things done  from home or an office


growth budget

pick your conference or training of choice to learn


job profile



commcise offers independent cloudbased fullyintegrated commission management and research valuation solutions to the buyside sellside and research providers through its commcisebuy commcisesell and commcisecs product suite



recently acquired by euronext the multibilliondollar preeminent paneuropean stock exchange commcise software is a leading technology disrupter servicing the investment management industry with saas software to support the funding payment and effectiveness of investment research commcise has a growing client base with  trillion in aum more than  research providers contributing interaction content and offices in new york london bangalore and delhi the company is accelerating its us growth strategy and is seeking qualified candidates to help lead the way



with over  buyside and sellside clients globally commcises clients include some of the largest institutional asset managers hedge funds brokers and research providers in the world



commcise is a company of euronext the leading paneuropean exchange in the eurozone



role purpose


to be part of dedicated contribute team  a highly process driven team focused on improving the experience of our clients and their research providers in the interactions realm achieved via preparation of bespoke reports for our clients managing configurations and setups and facilitating automated uploads to the system


working hours primarily uk  pm ist   pm ist open to work in us shift as  when needed  pm pm ist   am am ist


required qualifications



mandatory




advanced excel skills mandatory


excellent communication skills  written and verbal


understanding and experience of working in the financial domain capital markets  asset management systems operations  investment banking


sql knowledge and experience or having a technical aptitude will be a definite added advantage


 
   years experience


skills knowledge



mandatory




no 
attributes rate on scale of 
 
rating min needed





 

personal
 problemsolving and analytical skills
 






 

personal
 verbal and written communication skills
 






 

functional
 basic understanding of capital marketsinvestment bankingbf
 
lead to evaluate





 

personal
 vibrant and enthusiastic with a cando attitude
 





added advantage




technical sql


technical excel  vb scripting


deliverables and tasks


ensuring the quality of interactions data is maintained at its best this requires daily data analysis


responsible for life cycle of all application users including the ones using the automated interface to upload their data


regular tracking of any failed data upload using the automated interface and ensuring amendment of data via follow ups


communication of all instructions requirements and constraints to research providers on behalf of the asset managers


collaborate with the product managementimplementation team and contribute towards the stability and vision of the application based on the feedback from the end users and studying the industry trend


support the product usage and respond to business queries from asset managers and brokers for assistance over emails andor calls


coordinate with devtesting to support new product developments and existing product enhancements analyse client suggestions and should be able to formulate and recommend product enhancementssolutions


troubleshoot investigate and resolve dataapplicationapi issues and errors reported by users


implement changes and improvements to the procedures and processes to cope with a rapidly evolving system environment





we believe that highperforming teams include people from different backgrounds and experiences who can challenge each others assumptions with fresh perspectives to that end we actively seek a diverse pool of applicants including those from historically marginalized groups





covid
 we remain committed to providing a positive hiring and onboarding experience for our candidates during these unprecedented times where our offices can open safely they will remain open otherwise our employees are able to work efficiently from home the wellbeing of our employees their families our external partners and visitors is our upmost priority and we are closely following government guidance in all our locations to ensure all health and safety guidance are met",3.8,"Commcise
3.8",New Delhi,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,5.0,9.0,7.0,"Commcise
",-1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Technical Business Analyst,₹4L - ₹8L (Glassdoor Est.),"apply only if you have excellent verbal and written communication skills with fluency in english this is mandatory



we are urgently looking for 
technical business analyst cum project coordinator
 who have minimum  months experience as a programmer developing a clientserver application with database connectivity for our own organization



this is an awesome opportunity for the individuals who are willing to take full ownership and responsibility of their tasks and wants to grow exponentially in terms of salary knowledge and roledesignation read more about our company in the last  paragraphs




job location
 rohini pitampura delhi



job description



 must have minimum  months of real experience in managing webmobile application development projects as business analyst or project coordinator or manager must have practical experience in coordinating with various teams involved in complete sdlc



apart from above must have minimum  months hands on experience in programming a clientserver application with database connectivity candidate who has experience in developing web applications and worked on client side languages like js html css and any server side language like net php java  any databases will be given higher preference



 will be involved in doing business analysis and coming up with the requirement for the clients which is useful for their businesses will be required to create wire frames using balsamiq gliffy or word and must be able to write functional requirement document and paying attention to details is very important must know how to make data flow diagrams use cases database design and must adhere processes



 will be handling a team of developers testers and designer and must be able to track their work and make sure work is done on time and verify the accuracy so effective project management skills are required driving the project and facing and solving problems which come in between the project implementation phase and coming up with solutions for those problems



 must be that much technical that should be able to research blocking issues with the use of forums or research in search engines and make sure projects are delivered on time delivery at time is very critical hence must be able to convince team members to accommodate working schedule in order to meet the agreed timelines as candidate has worked technically so can jump into the code files for debugging if required



 must have excellent knowledge of database sql server my sql or others so that candidate will be able to make detailed requirements and interaction of user interface with database experience in overall database administration will be added plus must have extensive experience in database queries and database concepts and architecting the database this is mandatory



 will be involved in preparing project plan breaking down project into milestones and scrums and allocating tasks to the team members and tracking the status



 must be very good in microsoft suite word and excel so that all project processes can be maintained suggestions and improvements are always welcomewill be using svn for version controlhence experience in svn or any other version control software will be plus



 will be interacting with the client regarding requirement gathering project updates and business analysis



 will be involved in verification of tasks performed by designing team developers qa testers also will be required to do thorough testing when there is no tester allocated to the project



 must have excellent interpersonal documentation facilitation  presentation skills with excellent spoken and written english experience in communicating with clients in usa will be an added advantage



 must be able to work under pressure and must enjoy working in a small company with startup environment and stretch working hours whenever project requires must be able to come up with new ideas and have zeal to give extra to the project



if interested please reply us back with your updated cv



please find the company profile below




company profile



technousa consulting services  is an iso  certified organization and a group committed towards achieving high quality professional excellence and perfection in the activities relating to strategic planning and consultancy managing business processes and offering customers profitable innovative it solutions which will help them to manage their business in an efficient and simple manner




core area of expertise


strategic planning business  it consulting


web desktop  mobile application development


quality assurance and software testing


internet marketing  branding


it infrastructure services


writing  translation services


enterprise application integration  erp implementation


data conversion  processing services




years of service offices and management



technousa started its it development center in india new delhi in the year we have completed  mediumbig sized it projects since inception and provided high end consulting services to the clients

we have  offices in new delhi and have grown  each year in revenues since inception with the help of leadership team and highly talented minds working in the company we are always looking to hire knowledgeable  smart individuals and do not hesitate to promote them to leads managers  other high level designations irrespective of their years of experience and motivate them with great incentives like percentage ownership stake in the company but ofcourse these options are only for the deserving candidate who prove their worth and are a great asset to the company in the initial years",4.3,"Technousa
4.3",New Delhi,1 to 50 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,4.0,8.0,6.0,"Technousa
",16,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
